Artist,Lyrics,Key,Genre,Music,Song,Title,Guitar
Annesley Malawana,Clarence Wijewardena,G major | Beat,"Golden Pop, Group Songs",Clarence Wijewardena,ශ්‍රී ලංකාවේ එළිය මිණිපුරයි ලොවම සිසාරා පැතිරෙන්නෙ එහි නමයි රූ ළඳුන් සොයාලා ඔබ එන්නෙ මෙහි තමයි ශ්‍රී ලංකාවේ එළිය මිණිපුරයි රුවන් පුරේ කළු ගං රැජිනී බඳ ලෙලවා රඟට ගලන්නී// රුවන් පුරේ සිරියාවයි සමන් දෙවිඳු කරුණාවයි// රුවන් පුරය අපේ ගම තමයි// සිරි පාදෙට යන එන ගමනේ විඩා නිවා ගෙන සිත තුටුනේ// සමන් දෙවිඳු බලන රටයි ලොව සැම තැන පතල නමයි// රුවන් පුරය අපේ ගම තමයි//,ruwan-puraya,INTRO | G | - | - | D | | D | - |D7 | G | | G | - | - | D | | D | - |D7 |G/D| |G/D| G | - | CHORUS G			D G G				 D D7		 G INTER | G | - | D | - | | D | - |G/D|C/D| | G | - | VERSE 1 G			 D G C G D	 D7		 G VERSE 2 G			 D G C G D	 D7		 G Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,A major | Beat,Old Pops,Clarence Wijewardena,සඳ එක් දිනක් තරු හා බිඳී විමසා බලා අඳුරේ රැඳී තරුවැල් ඉතින් තනිවී සිටින් සිටියා බලා සඳ එයි කියා // අප අතරේ මතු සසරේ සිත ළං වේවා නොසැලී හමු වේවා ඈත ඈත ලොව බලා යමු පියාසලා ඔබ එන්නෙ කවදාදෝ සිත විමසන්නේ මඟ බලමින් ඉන්නේ ඈත ඈත ලොව බලා යමු පියාසලා,sanda-ek-dinak,INTRO ||A |- | - |F#m | |- |D |E7 |A || CHORUS A D G A A D G A A D B E E D E7 A INTER |A |D |E |A | |A |D |E |A | | D |A |E |D | |A |- |D |E7 | |A |D | VERSE 1 A 		 D	 A E7	 A D	 A F#m E7	 A VERSE 2 A 		 D	 A E7	 A D	 A F#m E7	 A
Clarence Wijewardena,Clarence Wijewardena,C major | Beat,Old Pops,Clarence Wijewardena,සඳ ගිලුනත් හිරු ගිලුනත් මට කමක් නෑ තරු වැටුනත් මල් හැලුනත් මට කමක් නෑ ඔබ මා ලඟ සිටිනවනම් කමක් නෑ... කමක් නෑ... කමක් නෑ... // දවස ගෙවා සිහින් රැයේ ඔබව සොයා බලන පැයේ මට සිතුනා ඔබට ප්‍රියේ කියන්නෙමී රහස ලයේ මගතොට දී හමුවෙනවා දෑස පුරා සිනැහෙනවා කථා කලා සිනාසුනා සිහිනෙන් මා අද දකිමී,sanda-gilunath,INTRO / INTER | C | Bb | F | - | | G | F | C |C7 | | F | - | C | - | | G | F | C | - | CHORUS C				 C7 F G F	 G		 C VERSE 1 C7	F	 C C7	F	 C C	G F	 G7 VERSE 2 C7	 F	 C C7 F	 C C	G F	 G7
Clarence Wijewardena,Clarence Wijewardena,E major | Beat,Old Pops,Clarence Wijewardena,සඳ පානේ ගමන් යන්න සවනට කොඳුරා කියන්න ඔබ එනකන් බලන් ඉන්නදෝ... සඳ නැතිදා කතා වෙන්න මගෙ පාළුව මකාගන්න මිතුරෙක් මා සොයාගන්න දෝ...// සවන පුරා... මිහිර උරා... ඔබගේ ගි හඬින්ද මත් උනේ මෙමා මවන සිනා... දෙනත පුරා... ඔබගේ ඒ රුවින් ද මත් උනේ මෙමා එරබඳු මල් ... කැකුලු පිපී... රතු පාටින් වැසී ගියා මට මතකයි කොවුල් හඬයි... අවුරුද්දයි... ඔබේ සිනා හඬින් වැසී ගියා වගෙයි,sanda-pane-gaman,INTRO / INTER |E | - | A | - | |E | - | B | - | |E | - | A | F#m| |E | B | E | - | CHORUS E		 A E		 B E		 A F#m E	 B		 E VERSE 1 E E			 B B B7			 E VERSE 2 E E			 B B B7			 E
Clarence Wijewardena,Clarence Wijewardena,E major | Beat,Old Pops,Clarence Wijewardena,සැන්දෑ වලාවන් පා වුනා‍වේ වැල්‍‍‍‍‍‍‍‍ලේ මා තනි වු ‍‍‍වෙලේ ඇය එන්නේ දෝ මග එන්නේදෝ සිතහි නම් සැකයක් ඇ‍තේ මාගේ සැනසුම ඈ වේ නිරතුරු හමුව‍න්නේ කොහෙ‍දෝ යළි පැතුමන් මගේ සිඳ බිඳ දාලා ඉන්නේ ඇයි මිහිරේ ජීවේ වෙරළින් ආවේ ඔබවයි මා සිත පිළිගන්නේ පැතුමන් මගේ සිඳ බිඳ දාලා ඉන්නේ ඇයි මිහිරේ,sanda-walawan,INTRO / INTER | E | - | A | - | | E | - | A | - | | B | - |C#m| - | | B | A | E | - | CHORUS E	 C#m A E E	 F#m E F#m E B E VERSE 1 E A E A	 B A		B A B A B7 E VERSE 2 E A E A	 B A		B A B A B7 E
Clarence Wijewardena,Clarence Wijewardena,F major | Beat,Old Pops,Clarence Wijewardena,සඳයි තරුයි රැයයි හිරුයි මගේ මේ ලොවේ මමයි ඔබයි අපේ සිතයි සදා වෙන් නොවේ මද සිනහා රතු දෙතොලේ මට නොපෙනී හද හැකිලේ මා සොඳුරු මිහිරි සිහින ඔබ ගැන දුටිමි ඒ සිහින සැබෑ ලොවේ මිය යනු දුටිමි කොවුල් ගීත මගේ සවනේ පිළි රැව් දුන්නා අඳුරු වී මගේ ගත සිත මට දුක දුන්නා මද සිනහා රතු දෙතොලේ මට නොපෙනී හද හැකිලේ,sandai-tharui-reyai,INTRO / INTER |F | - |Bb|- |Eb |F |- |A7 | |Bb |Eb |- | - |F | - | +| + | CHORUS F Eb C# F F Eb C# F C# Eb C# F INTRO / INTER ||F | - | - |Eb| - |Bb |F | - || |Eb |Bb |- | F|Bb | F |C7 |F | |F | - |Eb | -|F | - |Eb | - | |Eb |Bb | F | -| VERSE 1 F Eb F F7 Bb Bb C C7 F | Eb F Eb F F7 Bb Bb C C7 F | Eb C# Eb C# F
Clarence Wijewardena,Clarence Wijewardena,F major | Beat,Old Pops,Clarence Wijewardena,සඳක් බැස ගියා අවරගිරේ ඉරක් උදා කරලා මටත් ලොවක් තිබුණා මතකයි මම ඉමි සිහි කරලා දෙළුම් මල් පිපුණු දෙවැට දිගේ පාසල් ගිය කාලේ මල් වගේ සිනාසුණු කෙල්ලන් හා මතකයි මගේ බාලේ විවේකයක් ලද විටදි අපි දුවපැන ඇවිදිනවා ගණන් තමයි මගෙ සිතට වදේ නිතරම වරදිනවා ගමේ පාසලේ වැඩට අපි පෙරමුණ ගෙන යනවා තවත් වරක් තවත් වරක් මට පාසල් යන්නට ලැබුනොත් මම යනවා ඉමක් කොනක් නැති අහස වගේ කෙළිලොල් දිවිය මගේ මලක් පිපී සුවඳින් පිරුණාසේ මුහුණේ සිනහ රැඳේ දුකක් සිතේ දැනුනේ නෑ මා හට අද මට දැනෙනු වගේ තවත් වරක් තවත් වරක් මට පාසල් යන්නට ලැබුනොත් හරිම අගේ,sandak-besa-giya,INTRO Guitar Strum | F | - | - | - | | F | - | - | - | Bb|C | F | - | CHORUS F				 C Bb F Dm C		 F F				 C Bb F Dm C		 F INTER | F | - | - | - |C | - | - | - | |Bb | - | - | - |F |Bb| VERSE 1 F Bb F 		 C Bb F Dm C		 F F Bb F 		 C Bb Bb F Dm C	 C7 F VERSE 2 F Bb F 		 C Bb F Dm C		 F F Bb F 		 C Bb Bb F Dm C	 C7 F
Clarence Wijewardena,Clarence Wijewardena,E major | Beat,Old Pops,Clarence Wijewardena,සෙවනැලි වාගේ ඔබේ මගේ අපි දෙන්නා අපි දෙන්නා එක කාලෙක ලන්වි උන්නා විකසිත වු මා ඒ කාලේ සිතන්න ඔබ ගැන මොහොතක් මදී විය ඉවසන්නට මගෙ සිත ඉඩ නැතිවිය// තනි විලා ඔබහා ඉදගෙන කතාකරන්නට දවසක් මදී විය අද සිතනාදේ නොබියව ලියවෙ ගෙවූනු අතිතය මිහිරෙන් නැහැවෙයි තනි විලා ඔබහා ඉදගෙන කතාකරන්නට දවසක් මදී විය,sewanali-wage,INTRO / INTER |E |- |F#m | - | |A |- | E | - | |E | + | CHORUS E		 A A	 B B7	 E E		E7 A A	B B7	 E VERSE 1 E		 A A			E E F# E A E A	 B E VERSE 2 E	 A A		 E E F# E A E A	 B E
Clarence Wijewardena,Clarence Wijewardena,E major | Beat,Old Pops,Clarence Wijewardena,සිහින් සිනාවයි ඔබෙ ළපටි මුවේ කොහෙන් ගෙනාවද ඔය කදිම රුවේ කැළුම් හැලෙන ඔබෙ නෙත හමුවේ කෙසේ කියන්නද හදවත ගොළුවේ පැතුම් පිරුණු ඔබෙ මුහුණේ සිතුම් මට කියා නෑනේ නැවුම් අදහසක් මහදේ ඇඳී තියෙනවා සිතේ සැනසුමක් නෑනේ නෙතේ සහනයක් නෑනේ ඔබෙන් පිළිතුරක් ලැබෙයිද බලා සිටිනවා හදේ සෝ තැවුල් ගෙවුනා නෙතේ කල්පනා නිවුනා තවත් නම් ඉතින් දුකදුරු ඇඳී නැහැ සිතේ දසුන් වල සිනා රැදුනා සුපුන් සඳ එබී බැලුවා නැවුම් අදහසක් මහදේ ඇඳී තියෙනවා,sihin-sinahawai,INTRO / INTER ||E | - |B| - |B7|- |E| - || CHORUS E		 B B7		 E E		 B B7		 E VERSE 1 A E B		 E A E F#			B7 VERSE 2 A E B		 E A E F#		 B7
Indrani Perera,Clarence Wijewardena,D major | Beat,Golden Pop,Clarence Wijewardena,සිහින් සිනිඳු දුහුල් රිදී රේණුවල නැඟී සිහින් දෙපා පොඩි හොවලා ලොවට එන සැටි පළඟැටි ගී තනුව අනුව මලක් මත නැඟී සඳ කුමරිය පිනි කැට නා නැවත යන සැටී සඳ කුමරියෙ කුමරු ඔබේ නොදැක ඇයි මෙසේ කලකට ඔබෙ වත පෙන්වා නැවත හැකිළ යේ කුමරු සොයාගන්නට ඔබ නෑ සැරසෙන්නේ සඳුන් ගසයි සමන් ලතාවයි මුමුණන්නේ සිහින් පියලි මතට නැගී නැටුම් නට නටා දුහුල් සිනිඳු පෙණ කැටි මත දෙපා හල හලා කුමරු සොයා යනවිට වන සිරිය බල බලා හිරු කුමරුන් කඳු අතරින් ෙබෙයි හිනැහිලා,sihin-sinidu,INTRO || D | G | A | D || CHORUS D D7 G D D A A7 D D D7 G D A G D A7 D INTER || D | G | A | D || | D | VERSE 1 G D G A D D7 G D A G D A7 D Back To Chorus VERSE 2 G D G A D D7 G D A G D A7 D Back To Chorus
Clarence Wijewardena,Clarence Wijewardena,F major | Beat,Old Pops,Clarence Wijewardena,සිහින ගෙනෙන ඔබ කවුරුන්දෝ අලුත් සිහිනයක් මට නැතිදෝ සුපුරුදු එක සිහිනෙම දැකලා සිතේ සතුට මගෙ ඇත මැකිලා ගත වෙහෙසා මම යහනට ආ විට දෙනෙත් වැසී යයි නොදැනී මා හට සිසිලක් දැනෙයි මට ඒ මොහොතේ සුපුරුදු සිහිනය පෙනෙයි සිතේ පැහැදිලි නැති එක රුවක් ඇතේ සිහිනෙන් දැකුමට පැතුම් සිතේ සිහිනෙන් ඒ රුව දැකගන්න මටත් වරක් අවසර දෙන්න,sihina-genena,INTRO / INTER | + | + | C | - | - | - |F | - | |Bb |C |Dm | - |Bb |C |F | - | CHORUS F		 F7	 Bb C	 Bb F F		 F7	Bb C		C7	 F VERSE 1 F		 F7	 Bb C		C7	 F F	 Bb G C Bb F C7 F VERSE 2 F		 F7	 Bb C		C7	 F F	 Bb G C Bb F C7 F
Clarence Wijewardena,Clarence Wijewardena,A major | Beat,"Classics, Request",Clarence Wijewardena,සිහින ලොවක් දුටුවා මතකයි සිහින ලොවෙන් ආවා මතකයි// සොඳුරු මිහිර සුව පහස ගෙනෙන ඒ ආදර බර උණුසුම මතකයි ඉර සඳු තරු කැට පායන මිහිපිට ආදරයෙන් බැඳුණා මතකයි අප හදවත් ඒ නොමියෙන ලෙස බැඳි ආදරයෙන් පිරුණා මතකයි සිතට දැනෙන දැනෙන සුව ගතට දැනෙන බව ඔබ රහසේ කීවා මතකයි,sihina-lowak,|A|F|G|A | INTRO | A | - | | A |A7 | D | - | | D | - | A | - | CHORUS A			 D A	G A VERSE 1 A A7 D E	D G		A A A7 D E	D G		A Back To Chorus VERSE 2 A A7 D E	D G		A A A7 D E	 D G		A Repeat | A|F|G|A| till fade Back To Chorus
